#DEBUG: Format Typ    -> tdf
#DEBUG: Time Period   -> 2016-01-01 00:00:00+00:00 2016-11-14 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station	valid	lon	lat	tmpf	 dwpf	 relh	 drct	 sknt	 p01i	 alti	 mslp	 vsby	 gust	 skyc1	 skyc2	 skyc3	 skyc4	 skyl1	 skyl2	 skyl3	 skyl4	 presentwx	 metar
P60	2016-01-01 10:56	-110.4211	44.5444	-18.94	-25.06	72.55	0.00	0.00	0.00	30.38	1045.20	M	M	M	M	M	M	M	M	M	M	M	KP60 011056Z AUTO 00000KT M28/M32 A3038 RMK AO1 SLP452 T12831317 $
P60	2016-01-01 11:56	-110.4211	44.5444	-20.02	-25.96	73.12	0.00	0.00	0.00	30.38	1046.60	M	M	M	M	M	M	M	M	M	M	M	KP60 011156Z AUTO 00000KT M29/M32 A3038 RMK AO1 SLP466 T12891322 11261 21289 51003 $
P60	2016-01-01 12:56	-110.4211	44.5444	-20.92	-25.96	76.62	0.00	0.00	0.00	30.37	1047.10	M	M	M	M	M	M	M	M	M	M	M	KP60 011256Z AUTO 00000KT M29/M32 A3037 RMK AO1 SLP471 T12941322 $
P60	2016-01-01 13:56	-110.4211	44.5444	-20.92	-25.96	76.62	0.00	0.00	0.00	30.37	1048.20	M	M	M	M	M	M	M	M	M	M	M	KP60 011356Z AUTO 00000KT M29/M32 A3037 RMK AO1 SLP482 T12941322 $
P60	2016-01-01 14:56	-110.4211	44.5444	-20.92	-27.04	72.30	0.00	0.00	0.00	30.37	1048.30	M	M	M	M	M	M	M	M	M	M	M	KP60 011456Z AUTO 00000KT M29/M33 A3037 RMK AO1 SLP483 T12941328 55001 $
P60	2016-01-01 15:56	-110.4211	44.5444	-16.96	-20.92	81.51	0.00	0.00	0.00	30.38	1048.10	M	M	M	M	M	M	M	M	M	M	M	KP60 011556Z AUTO 00000KT M27/M29 A3038 RMK AO1 SLP481 T12721294 $
P60	2016-01-01 16:56	-110.4211	44.5444	-7.06	-9.04	90.78	0.00	0.00	0.00	30.37	1045.90	M	M	M	M	M	M	M	M	M	M	M	KP60 011656Z AUTO 00000KT M22/M23 A3037 RMK AO1 SLP459 T12171228 $
P60	2016-01-01 17:56	-110.4211	44.5444	-2.92	-9.94	71.17	120.00	3.00	0.00	30.37	1045.30	M	M	M	M	M	M	M	M	M	M	M	KP60 011756Z AUTO 12003KT M19/M23 A3037 RMK AO1 SLP453 T11941233 11194 21300 58002 $
P60	2016-01-01 18:56	-110.4211	44.5444	-2.02	-7.96	75.15	0.00	0.00	0.00	30.36	1044.90	M	M	M	M	M	M	M	M	M	M	M	KP60 011856Z AUTO 00000KT M19/M22 A3036 RMK AO1 SLP449 T11891222 $
P60	2016-01-01 19:56	-110.4211	44.5444	1.94	-5.08	71.75	110.00	4.00	0.00	30.33	1043.20	M	M	M	M	M	M	M	M	M	M	M	KP60 011956Z AUTO 11004KT M17/M21 A3033 RMK AO1 SLP432 T11671206 $
P60	2016-01-01 20:56	-110.4211	44.5444	8.06	-2.02	62.75	0.00	0.00	0.00	30.33	1042.00	M	M	M	M	M	M	M	M	M	M	M	KP60 012056Z AUTO 00000KT M13/M19 A3033 RMK AO1 SLP420 T11331189 56010 $
P60	2016-01-01 21:56	-110.4211	44.5444	10.04	-0.04	63.03	0.00	0.00	0.00	30.32	1041.40	M	M	M	M	M	M	M	M	M	M	M	KP60 012156Z AUTO 00000KT M12/M18 A3032 RMK AO1 SLP414 T11221178 $
P60	2016-01-01 22:56	-110.4211	44.5444	6.08	-0.94	72.24	0.00	0.00	0.00	30.33	1042.50	M	M	M	M	M	M	M	M	M	M	M	KP60 012256Z AUTO 00000KT M14/M18 A3033 RMK AO1 SLP425 T11441183 $
P60	2016-01-01 23:56	-110.4211	44.5444	1.04	-4.00	78.80	0.00	0.00	0.00	30.32	1043.80	M	M	M	M	M	M	M	M	M	M	M	KP60 012356Z AUTO 00000KT M17/M20 A3032 RMK AO1 SLP438 T11721200 11117 21194 56001 $
P60	2016-01-02 00:56	-110.4211	44.5444	-2.02	-5.98	82.74	0.00	0.00	0.00	30.32	1044.60	M	M	M	M	M	M	M	M	M	M	M	KP60 020056Z AUTO 00000KT M19/M21 A3032 RMK AO1 SLP446 T11891211 $
P60	2016-01-02 01:56	-110.4211	44.5444	-2.92	-7.06	81.95	290.00	3.00	0.00	30.32	1044.80	M	M	M	M	M	M	M	M	M	M	M	KP60 020156Z AUTO 29003KT M19/M22 A3032 RMK AO1 SLP448 T11941217 $
P60	2016-01-02 02:56	-110.4211	44.5444	-4.00	-9.04	78.33	0.00	0.00	0.00	30.31	1044.70	M	M	M	M	M	M	M	M	M	M	M	KP60 020256Z AUTO 00000KT M20/M23 A3031 RMK AO1 SLP447 T12001228 56003 $
P60	2016-01-02 03:56	-110.4211	44.5444	-5.08	-9.94	78.92	0.00	0.00	0.00	30.30	1043.80	M	M	M	M	M	M	M	M	M	M	M	KP60 020356Z AUTO 00000KT M21/M23 A3030 RMK AO1 SLP438 T12061233 $
P60	2016-01-02 04:56	-110.4211	44.5444	-7.06	-11.02	82.34	0.00	0.00	0.00	30.29	1041.60	M	M	M	M	M	M	M	M	M	M	M	KP60 020456Z AUTO 00000KT M22/M24 A3029 RMK AO1 SLP416 T12171239 $
P60	2016-01-02 05:56	-110.4211	44.5444	-7.06	-11.02	82.34	0.00	0.00	0.00	30.29	1040.80	M	M	M	M	M	M	M	M	M	M	M	KP60 020556Z AUTO 00000KT M22/M24 A3029 RMK AO1 SLP408 T12171239 11172 21217 55005 $
P60	2016-01-02 06:56	-110.4211	44.5444	-9.04	-13.00	82.18	0.00	0.00	0.00	30.30	1041.10	M	M	M	M	M	M	M	M	M	M	M	KP60 020656Z AUTO 00000KT M23/M25 A3030 RMK AO1 SLP411 T12281250 411171300 $
P60	2016-01-02 07:56	-110.4211	44.5444	-9.04	-14.08	77.84	0.00	0.00	0.00	30.29	1039.80	M	M	M	M	M	M	M	M	M	M	M	KP60 020756Z AUTO 00000KT M23/M26 A3029 RMK AO1 SLP398 T12281256 $
P60	2016-01-02 08:56	-110.4211	44.5444	-9.04	-14.08	77.84	0.00	0.00	0.00	30.29	1038.40	M	M	M	M	M	M	M	M	M	M	M	KP60 020856Z AUTO 00000KT M23/M26 A3029 RMK AO1 SLP384 T12281256 58002 $
P60	2016-01-02 09:56	-110.4211	44.5444	-9.94	-14.98	77.75	0.00	0.00	0.00	30.29	1038.50	M	M	M	M	M	M	M	M	M	M	M	KP60 020956Z AUTO 00000KT M23/M26 A3029 RMK AO1 SLP385 T12331261 $
P60	2016-01-02 10:56	-110.4211	44.5444	-11.92	-16.06	81.19	0.00	0.00	0.00	30.28	1039.30	M	M	M	M	M	M	M	M	M	M	M	KP60 021056Z AUTO 00000KT M24/M27 A3028 RMK AO1 SLP393 T12441267 $
P60	2016-01-02 11:56	-110.4211	44.5444	-11.92	-16.96	77.55	0.00	0.00	0.00	30.27	1039.80	M	M	M	M	M	M	M	M	M	M	M	KP60 021156Z AUTO 00000KT M24/M27 A3027 RMK AO1 SLP398 T12441272 11217 21250 58005 $
P60	2016-01-02 12:56	-110.4211	44.5444	-14.08	-18.94	78.06	0.00	0.00	0.00	30.27	1041.40	M	M	M	M	M	M	M	M	M	M	M	KP60 021256Z AUTO 00000KT M26/M28 A3027 RMK AO1 SLP414 T12561283 $
P60	2016-01-02 13:56	-110.4211	44.5444	-14.98	-20.02	77.24	0.00	0.00	0.00	30.27	1041.90	M	M	M	M	M	M	M	M	M	M	M	KP60 021356Z AUTO 00000KT M26/M29 A3027 RMK AO1 SLP419 T12611289 $
P60	2016-01-02 14:56	-110.4211	44.5444	-16.06	-20.92	77.86	0.00	0.00	0.00	30.28	1042.50	M	M	M	M	M	M	M	M	M	M	M	KP60 021456Z AUTO 00000KT M27/M29 A3028 RMK AO1 SLP425 T12671294 51003 $
P60	2016-01-02 15:56	-110.4211	44.5444	-11.92	-16.06	81.19	0.00	0.00	0.00	30.28	1041.60	M	M	M	M	M	M	M	M	M	M	M	KP60 021556Z AUTO 00000KT M24/M27 A3028 RMK AO1 SLP416 T12441267 $
P60	2016-01-02 16:56	-110.4211	44.5444	-4.00	-5.98	90.92	0.00	0.00	0.00	30.31	1041.60	M	M	M	M	M	M	M	M	M	M	M	KP60 021656Z AUTO 00000KT M20/M21 A3031 RMK AO1 SLP416 T12001211 $
P60	2016-01-02 17:56	-110.4211	44.5444	1.94	-4.00	75.57	0.00	0.00	0.00	30.31	1040.30	M	M	M	M	M	M	M	M	M	M	M	KP60 021756Z AUTO 00000KT M17/M20 A3031 RMK AO1 SLP403 T11671200 11167 21267 51010 $
P60	2016-01-02 18:56	-110.4211	44.5444	6.98	-0.94	69.34	0.00	0.00	0.00	30.30	1039.20	M	M	M	M	M	M	M	M	M	M	M	KP60 021856Z AUTO 00000KT M14/M18 A3030 RMK AO1 SLP392 T11391183 $
P60	2016-01-02 19:56	-110.4211	44.5444	10.04	1.04	66.30	0.00	0.00	0.00	30.28	1037.70	M	M	M	M	M	M	M	M	M	M	M	KP60 021956Z AUTO 00000KT M12/M17 A3028 RMK AO1 SLP377 T11221172 $
P60	2016-01-02 20:56	-110.4211	44.5444	12.02	1.94	63.31	0.00	0.00	0.00	30.27	1036.90	M	M	M	M	M	M	M	M	M	M	M	KP60 022056Z AUTO 00000KT M11/M17 A3027 RMK AO1 SLP369 T11111167 56013 $
P60	2016-01-02 21:56	-110.4211	44.5444	10.94	3.02	69.83	0.00	0.00	0.00	30.27	1037.30	M	M	M	M	M	M	M	M	M	M	M	KP60 022156Z AUTO 00000KT M12/M16 A3027 RMK AO1 SLP373 T11171161 $
P60	2016-01-02 22:56	-110.4211	44.5444	10.04	1.94	69.14	0.00	0.00	0.00	30.26	1037.90	M	M	M	M	M	M	M	M	M	M	M	KP60 022256Z AUTO 00000KT M12/M17 A3026 RMK AO1 SLP379 T11221167 $
P60	2016-01-02 23:56	-110.4211	44.5444	1.94	-2.02	83.04	0.00	0.00	0.00	30.26	1039.60	M	M	M	M	M	M	M	M	M	M	M	KP60 022356Z AUTO 00000KT M17/M19 A3026 RMK AO1 SLP396 T11671189 11100 21167 58002 $
P60	2016-01-03 00:56	-110.4211	44.5444	1.04	-2.92	82.97	310.00	3.00	0.00	30.27	1040.30	M	M	M	M	M	M	M	M	M	M	M	KP60 030056Z AUTO 31003KT M17/M19 A3027 RMK AO1 SLP403 T11721194 $
P60	2016-01-03 01:56	-110.4211	44.5444	-2.92	-7.06	81.95	0.00	0.00	0.00	30.28	1042.00	M	M	M	M	M	M	M	M	M	M	M	KP60 030156Z AUTO 00000KT M19/M22 A3028 RMK AO1 SLP420 T11941217 $
P60	2016-01-03 02:56	-110.4211	44.5444	-4.00	-7.96	82.58	0.00	0.00	0.00	30.28	1042.70	M	M	M	M	M	M	M	M	M	M	M	KP60 030256Z AUTO 00000KT M20/M22 A3028 RMK AO1 SLP427 T12001222 51005 $
P60	2016-01-03 03:56	-110.4211	44.5444	-5.98	-9.94	82.42	0.00	0.00	0.00	30.29	1042.30	M	M	M	M	M	M	M	M	M	M	M	KP60 030356Z AUTO 00000KT M21/M23 A3029 RMK AO1 SLP423 T12111233 $
P60	2016-01-03 04:56	-110.4211	44.5444	-7.06	-11.92	78.74	0.00	0.00	0.00	30.29	1040.80	M	M	M	M	M	M	M	M	M	M	M	KP60 030456Z AUTO 00000KT M22/M24 A3029 RMK AO1 SLP408 T12171244 $
P60	2016-01-03 05:56	-110.4211	44.5444	-7.96	-13.00	77.95	290.00	3.00	0.00	30.29	1040.00	M	M	M	M	M	M	M	M	M	M	M	KP60 030556Z AUTO 29003KT M22/M25 A3029 RMK AO1 SLP400 T12221250 11161 21222 50003 $
P60	2016-01-03 06:56	-110.4211	44.5444	-7.96	-14.08	73.83	0.00	0.00	0.00	30.30	1038.80	M	M	M	M	M	M	M	M	M	M	M	KP60 030656Z AUTO 00000KT M22/M26 A3030 RMK AO1 SLP388 T12221256 411001267 $
P60	2016-01-03 07:56	-110.4211	44.5444	-7.96	-13.00	77.95	0.00	0.00	0.00	30.30	1038.50	M	M	M	M	M	M	M	M	M	M	M	KP60 030756Z AUTO 00000KT M22/M25 A3030 RMK AO1 SLP385 T12221250 $
P60	2016-01-03 08:56	-110.4211	44.5444	-9.04	-14.08	77.84	0.00	0.00	0.00	30.30	1038.00	M	M	M	M	M	M	M	M	M	M	M	KP60 030856Z AUTO 00000KT M23/M26 A3030 RMK AO1 SLP380 T12281256 50002 $
P60	2016-01-03 09:56	-110.4211	44.5444	-9.04	-14.08	77.84	0.00	0.00	0.00	30.29	1038.00	M	M	M	M	M	M	M	M	M	M	M	KP60 030956Z AUTO 00000KT M23/M26 A3029 RMK AO1 SLP380 T12281256 $
P60	2016-01-03 10:56	-110.4211	44.5444	-5.98	-11.02	78.14	0.00	0.00	0.00	30.28	1037.20	M	M	M	M	M	M	M	M	M	M	M	KP60 031056Z AUTO 00000KT M21/M24 A3028 RMK AO1 SLP372 T12111239 $
P60	2016-01-03 11:56	-110.4211	44.5444	-5.08	-9.94	78.92	0.00	0.00	0.00	30.27	1038.20	M	M	M	M	M	M	M	M	M	M	M	KP60 031156Z AUTO 00000KT M21/M23 A3027 RMK AO1 SLP382 T12061233 11206 21228 56008 $
P60	2016-01-03 12:56	-110.4211	44.5444	-5.98	-11.02	78.14	0.00	0.00	0.00	30.27	1038.60	M	M	M	M	M	M	M	M	M	M	M	KP60 031256Z AUTO 00000KT M21/M24 A3027 RMK AO1 SLP386 T12111239 $
P60	2016-01-03 13:56	-110.4211	44.5444	-5.98	-11.02	78.14	290.00	3.00	0.00	30.27	1039.70	M	M	M	M	M	M	M	M	M	M	M	KP60 031356Z AUTO 29003KT M21/M24 A3027 RMK AO1 SLP397 T12111239 $
P60	2016-01-03 14:56	-110.4211	44.5444	-5.98	-9.94	82.42	290.00	3.00	0.00	30.26	1039.80	M	M	M	M	M	M	M	M	M	M	M	KP60 031456Z AUTO 29003KT M21/M23 A3026 RMK AO1 SLP398 T12111233 58001 $
P60	2016-01-03 15:56	-110.4211	44.5444	-2.92	-7.06	81.95	0.00	0.00	0.00	30.27	1039.60	M	M	M	M	M	M	M	M	M	M	M	KP60 031556Z AUTO 00000KT M19/M22 A3027 RMK AO1 SLP396 T11941217 $
P60	2016-01-03 16:56	-110.4211	44.5444	3.92	1.94	91.25	120.00	3.00	0.00	30.28	1038.50	M	M	M	M	M	M	M	M	M	M	M	KP60 031656Z AUTO 12003KT M16/M17 A3028 RMK AO1 SLP385 T11561167 $
P60	2016-01-03 17:56	-110.4211	44.5444	8.96	1.94	72.56	0.00	0.00	0.00	30.28	1037.70	M	M	M	M	M	M	M	M	M	M	M	KP60 031756Z AUTO 00000KT M13/M17 A3028 RMK AO1 SLP377 T11281167 11128 21217 51004 $
P60	2016-01-03 18:56	-110.4211	44.5444	10.94	3.02	69.83	0.00	0.00	0.00	30.25	1036.10	M	M	M	M	M	M	M	M	M	M	M	KP60 031856Z AUTO 00000KT M12/M16 A3025 RMK AO1 SLP361 T11171161 $
P60	2016-01-03 19:56	-110.4211	44.5444	15.98	6.98	67.07	0.00	0.00	0.00	30.23	1034.50	M	M	M	M	M	M	M	M	M	M	M	KP60 031956Z AUTO 00000KT M09/M14 A3023 RMK AO1 SLP345 T10891139 $
P60	2016-01-03 20:56	-110.4211	44.5444	17.06	6.98	64.01	0.00	0.00	0.00	30.20	1033.80	M	M	M	M	M	M	M	M	M	M	M	KP60 032056Z AUTO 00000KT M08/M14 A3020 RMK AO1 SLP338 T10831139 56020 $
P60	2016-01-03 21:56	-110.4211	44.5444	17.96	8.06	64.65	0.00	0.00	0.00	30.20	1033.30	M	M	M	M	M	M	M	M	M	M	M	KP60 032156Z AUTO 00000KT M08/M13 A3020 RMK AO1 SLP333 T10781133 $
P60	2016-01-03 22:56	-110.4211	44.5444	15.98	10.94	80.13	0.00	0.00	0.00	30.20	1033.00	M	M	M	M	M	M	M	M	M	M	M	KP60 032256Z AUTO 00000KT M09/M12 A3020 RMK AO1 SLP330 T10891117 $
P60	2016-01-03 23:56	-110.4211	44.5444	12.02	8.96	87.25	320.00	3.00	0.00	30.19	1033.30	M	M	M	M	M	M	M	M	M	M	M	KP60 032356Z AUTO 32003KT M11/M13 A3019 RMK AO1 SLP333 T11111128 11072 21133 58003 $
P60	2016-01-04 00:56	-110.4211	44.5444	10.04	6.08	83.64	0.00	0.00	0.00	30.19	1034.20	M	M	M	M	M	M	M	M	M	M	M	KP60 040056Z AUTO 00000KT M12/M14 A3019 RMK AO1 SLP342 T11221144 $
P60	2016-01-04 01:56	-110.4211	44.5444	8.96	6.08	87.79	0.00	0.00	0.00	30.18	1033.90	M	M	M	M	M	M	M	M	M	M	M	KP60 040156Z AUTO 00000KT M13/M14 A3018 RMK AO1 SLP339 T11281144 $
P60	2016-01-04 02:56	-110.4211	44.5444	5.00	1.94	86.84	0.00	0.00	0.00	30.20	1035.10	M	M	M	M	M	M	M	M	M	M	M	KP60 040256Z AUTO 00000KT M15/M17 A3020 RMK AO1 SLP351 T11501167 53001 $
P60	2016-01-04 03:56	-110.4211	44.5444	3.92	-0.04	83.19	0.00	0.00	0.00	30.18	1034.00	M	M	M	M	M	M	M	M	M	M	M	KP60 040356Z AUTO 00000KT M16/M18 A3018 RMK AO1 SLP340 T11561178 $
P60	2016-01-04 04:56	-110.4211	44.5444	3.02	-0.94	83.12	0.00	0.00	0.00	30.17	1032.30	M	M	M	M	M	M	M	M	M	M	M	KP60 040456Z AUTO 00000KT M16/M18 A3017 RMK AO1 SLP323 T11611183 $
P60	2016-01-04 05:56	-110.4211	44.5444	3.92	-0.04	83.19	0.00	0.00	0.00	30.16	1030.80	M	M	M	M	M	M	M	M	M	M	M	KP60 040556Z AUTO 00000KT M16/M18 A3016 RMK AO1 SLP308 T11561178 11111 21167 56010 $
P60	2016-01-04 06:56	-110.4211	44.5444	3.92	-0.04	83.19	0.00	0.00	0.00	30.14	1029.90	M	M	M	M	M	M	M	M	M	M	M	KP60 040656Z AUTO 00000KT M16/M18 A3014 RMK AO1 SLP299 T11561178 410721228 $
P60	2016-01-04 07:56	-110.4211	44.5444	3.02	-0.94	83.12	0.00	0.00	0.00	30.11	1027.90	M	M	M	M	M	M	M	M	M	M	M	KP60 040756Z AUTO 00000KT M16/M18 A3011 RMK AO1 SLP279 T11611183 $
P60	2016-01-04 08:56	-110.4211	44.5444	3.02	-0.94	83.12	0.00	0.00	0.00	30.10	1027.30	M	M	M	M	M	M	M	M	M	M	M	KP60 040856Z AUTO 00000KT M16/M18 A3010 RMK AO1 SLP273 T11611183 58016 $
P60	2016-01-04 09:56	-110.4211	44.5444	1.94	-2.02	83.04	0.00	0.00	0.00	30.09	1027.20	M	M	M	M	M	M	M	M	M	M	M	KP60 040956Z AUTO 00000KT M17/M19 A3009 RMK AO1 SLP272 T11671189 $
P60	2016-01-04 10:56	-110.4211	44.5444	1.04	-4.00	78.80	0.00	0.00	0.00	30.08	1027.00	M	M	M	M	M	M	M	M	M	M	M	KP60 041056Z AUTO 00000KT M17/M20 A3008 RMK AO1 SLP270 T11721200 $
P60	2016-01-04 11:56	-110.4211	44.5444	-0.04	-4.00	82.89	0.00	0.00	0.00	30.07	1028.20	M	M	M	M	M	M	M	M	M	M	M	KP60 041156Z AUTO 00000KT M18/M20 A3007 RMK AO1 SLP282 T11781200 11150 21178 56006 $
P60	2016-01-04 12:56	-110.4211	44.5444	-0.94	-5.98	78.62	0.00	0.00	0.00	30.07	1028.40	M	M	M	M	M	M	M	M	M	M	M	KP60 041256Z AUTO 00000KT M18/M21 A3007 RMK AO1 SLP284 T11831211 $
P60	2016-01-04 13:56	-110.4211	44.5444	-0.94	-5.98	78.62	0.00	0.00	0.00	30.06	1028.60	M	M	M	M	M	M	M	M	M	M	M	KP60 041356Z AUTO 00000KT M18/M21 A3006 RMK AO1 SLP286 T11831211 $
P60	2016-01-04 14:56	-110.4211	44.5444	-0.94	-5.08	82.11	0.00	0.00	0.00	30.05	1029.10	M	M	M	M	M	M	M	M	M	M	M	KP60 041456Z AUTO 00000KT M18/M21 A3005 RMK AO1 SLP291 T11831206 58005 $
P60	2016-01-04 15:56	-110.4211	44.5444	1.94	-2.02	83.04	0.00	0.00	0.00	30.05	1028.70	M	M	M	M	M	M	M	M	M	M	M	KP60 041556Z AUTO 00000KT M17/M19 A3005 RMK AO1 SLP287 T11671189 $
P60	2016-01-04 16:56	-110.4211	44.5444	8.06	3.92	82.81	0.00	0.00	0.00	30.07	1028.00	M	M	M	M	M	M	M	M	M	M	M	KP60 041656Z AUTO 00000KT M13/M16 A3007 RMK AO1 SLP280 T11331156
P60	2016-01-04 17:56	-110.4211	44.5444	14.00	10.94	87.36	0.00	0.00	0.00	30.05	1026.10	M	M	M	M	M	M	M	M	M	M	M	KP60 041756Z AUTO 00000KT M10/M12 A3005 RMK AO1 SLP261 T11001117 11100 21189 58001
P60	2016-01-04 18:56	-110.4211	44.5444	17.06	12.92	83.47	0.00	0.00	0.00	30.03	1024.60	M	M	M	M	M	M	M	M	M	M	M	KP60 041856Z AUTO 00000KT M08/M11 A3003 RMK AO1 SLP246 T10831106
P60	2016-01-04 19:56	-110.4211	44.5444	17.96	12.02	77.17	0.00	0.00	0.00	30.00	1023.50	M	M	M	M	M	M	M	M	M	M	M	KP60 041956Z AUTO 00000KT M08/M11 A3000 RMK AO1 SLP235 T10781111
P60	2016-01-04 20:56	-110.4211	44.5444	19.94	12.02	70.89	0.00	0.00	0.00	29.97	1022.10	M	M	M	M	M	M	M	M	M	M	M	KP60 042056Z AUTO 00000KT M07/M11 A2997 RMK AO1 SLP221 T10671111 58020
P60	2016-01-04 21:56	-110.4211	44.5444	21.02	10.94	64.54	0.00	0.00	0.00	29.96	1021.70	M	M	M	M	M	M	M	M	M	M	M	KP60 042156Z AUTO 00000KT M06/M12 A2996 RMK AO1 SLP217 T10611117
P60	2016-01-04 22:56	-110.4211	44.5444	21.02	15.08	77.45	0.00	0.00	0.00	29.95	1021.70	M	M	M	M	M	M	M	M	M	M	M	KP60 042256Z AUTO 00000KT M06/M09 A2995 RMK AO1 SLP217 T10611094
P60	2016-01-04 23:56	-110.4211	44.5444	17.96	14.00	84.20	0.00	0.00	0.00	29.94	1022.00	M	M	M	M	M	M	M	M	M	M	M	KP60 042356Z AUTO 00000KT M08/M10 A2994 RMK AO1 SLP220 T10781100 11050 21100 58009
P60	2016-01-05 00:56	-110.4211	44.5444	17.06	12.92	83.47	0.00	0.00	0.00	29.93	1022.30	M	M	M	M	M	M	M	M	M	M	M	KP60 050056Z AUTO 00000KT M08/M11 A2993 RMK AO1 SLP223 T10831106
P60	2016-01-05 01:56	-110.4211	44.5444	15.08	12.02	87.42	0.00	0.00	0.00	29.92	1022.30	M	M	M	M	M	M	M	M	M	M	M	KP60 050156Z AUTO 00000KT M09/M11 A2992 RMK AO1 SLP223 T10941111
P60	2016-01-05 02:56	-110.4211	44.5444	14.00	10.94	87.36	0.00	0.00	0.00	29.93	1022.40	M	M	M	M	M	M	M	M	M	M	M	KP60 050256Z AUTO 00000KT M10/M12 A2993 RMK AO1 SLP224 T11001117 55003
P60	2016-01-05 03:56	-110.4211	44.5444	15.08	10.94	83.33	0.00	0.00	0.00	29.91	1020.90	M	M	M	M	M	M	M	M	M	M	M	KP60 050356Z AUTO 00000KT M09/M12 A2991 RMK AO1 SLP209 T10941117
P60	2016-01-05 04:56	-110.4211	44.5444	15.98	12.92	87.47	0.00	0.00	0.00	29.91	1019.70	M	M	M	M	M	M	M	M	M	M	M	KP60 050456Z AUTO 00000KT M09/M11 A2991 RMK AO1 SLP197 T10891106
P60	2016-01-05 05:56	-110.4211	44.5444	17.06	12.92	83.47	0.00	0.00	0.00	29.89	1017.60	M	M	M	M	M	M	M	M	M	M	M	KP60 050556Z AUTO 00000KT M08/M11 A2989 RMK AO1 SLP176 T10831106 11083 21106 56009
P60	2016-01-05 06:56	-110.4211	44.5444	15.98	12.92	87.47	0.00	0.00	0.00	29.90	1017.50	M	M	M	M	M	M	M	M	M	M	M	KP60 050656Z AUTO 00000KT M09/M11 A2990 RMK AO1 SLP175 T10891106 410501189
P60	2016-01-05 07:56	-110.4211	44.5444	17.06	14.00	87.53	0.00	0.00	0.00	29.88	1016.30	M	M	M	M	M	M	M	M	M	M	M	KP60 050756Z AUTO 00000KT M08/M10 A2988 RMK AO1 SLP163 T10831100
