#DEBUG: Format Typ    -> tdf
#DEBUG: Time Period   -> 2012-01-01 00:00:00+00:00 2016-11-22 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station	valid	lon	lat	tmpf	 dwpf	 relh	 drct	 sknt	 p01i	 alti	 mslp	 vsby	 gust	 skyc1	 skyc2	 skyc3	 skyc4	 skyl1	 skyl2	 skyl3	 skyl4	 presentwx	 metar
AJL	2013-01-05 23:15	-110.0310	43.6740	19.22	-3.10	36.51	280.00	7.00	0.00	30.19	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 052315Z AUTO 28007KT 10SM CLR M07/M19 A3019 RMK AO2 T10711195
AJL	2013-01-05 23:35	-110.0310	43.6740	19.76	-5.62	31.62	280.00	7.00	0.00	30.20	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 052335Z AUTO 28007KT 10SM CLR M07/M21 A3020 RMK AO2 T10681209
AJL	2013-01-05 23:55	-110.0310	43.6740	19.04	-8.32	28.60	280.00	8.00	0.00	30.20	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 052355Z AUTO 28008KT 10SM CLR M07/M22 A3020 RMK AO2 T10721224 11061 21082
AJL	2013-01-06 00:15	-110.0310	43.6740	17.96	-7.06	31.85	280.00	7.00	0.00	30.20	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 060015Z AUTO 28007KT 10SM CLR M08/M22 A3020 RMK AO2 T10781217
AJL	2013-01-06 00:35	-110.0310	43.6740	19.04	-13.72	21.88	270.00	8.00	0.00	30.20	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 060035Z AUTO 27008KT 10SM CLR M07/M25 A3020 RMK AO2 T10721254
AJL	2013-01-06 00:55	-110.0310	43.6740	18.14	-14.08	22.34	260.00	9.00	0.00	30.20	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 060055Z AUTO 26009KT 10SM CLR M08/M26 A3020 RMK AO2 T10771256
AJL	2013-01-06 01:15	-110.0310	43.6740	18.68	-12.10	24.10	260.00	8.00	0.00	30.20	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 060115Z AUTO 26008KT 10SM CLR M07/M24 A3020 RMK AO2 T10741245
AJL	2013-01-06 01:35	-110.0310	43.6740	18.50	-14.08	21.99	250.00	10.00	0.00	30.20	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 060135Z AUTO 25010KT 10SM CLR M07/M26 A3020 RMK AO2 T10751256
AJL	2013-01-06 01:55	-110.0310	43.6740	19.40	-13.00	22.34	230.00	10.00	0.00	30.20	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 060155Z AUTO 23010KT 10SM CLR M07/M25 A3020 RMK AO2 T10701250
AJL	2013-01-06 02:15	-110.0310	43.6740	20.12	-14.44	20.15	240.00	9.00	0.00	30.19	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 060215Z AUTO 24009KT 10SM CLR M07/M26 A3019 RMK AO2 T10661258
AJL	2013-01-06 02:35	-110.0310	43.6740	20.12	-8.50	27.07	230.00	8.00	0.00	30.19	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 060235Z AUTO 23008KT 10SM CLR M07/M22 A3019 RMK AO2 T10661225
AJL	2013-01-06 02:55	-110.0310	43.6740	19.40	-9.76	26.24	230.00	7.00	0.00	30.19	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 060255Z AUTO 23007KT 200V260 10SM CLR M07/M23 A3019 RMK AO2 T10701232
AJL	2013-01-06 03:15	-110.0310	43.6740	20.48	-9.40	25.51	230.00	7.00	0.00	30.19	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 060315Z AUTO 23007KT 10SM CLR M06/M23 A3019 RMK AO2 T10641230
AJL	2013-01-06 03:35	-110.0310	43.6740	20.30	-9.76	25.25	240.00	6.00	0.00	30.19	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 060335Z AUTO 24006KT 10SM CLR M06/M23 A3019 RMK AO2 T10651232
AJL	2013-01-06 03:55	-110.0310	43.6740	21.56	-14.80	18.62	260.00	8.00	0.00	30.18	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 060355Z AUTO 26008KT 10SM CLR M06/M26 A3018 RMK AO2 T10581260
AJL	2013-01-06 04:15	-110.0310	43.6740	21.56	-15.34	18.11	260.00	8.00	0.00	30.18	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 060415Z AUTO 26008KT 10SM CLR M06/M26 A3018 RMK AO2 T10581263
AJL	2013-01-06 04:35	-110.0310	43.6740	21.02	-16.96	17.07	250.00	7.00	0.00	30.18	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 060435Z AUTO 25007KT 10SM CLR M06/M27 A3018 RMK AO2 T10611272
AJL	2013-01-06 04:55	-110.0310	43.6740	20.84	-14.80	19.19	230.00	8.00	0.00	30.18	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 060455Z AUTO 23008KT 210V280 10SM CLR M06/M26 A3018 RMK AO2 T10621260
AJL	2013-01-06 05:15	-110.0310	43.6740	22.10	-18.94	14.73	230.00	8.00	0.00	30.18	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 060515Z AUTO 23008KT 10SM CLR M05/M28 A3018 RMK AO2 T10551283
AJL	2013-01-06 05:35	-110.0310	43.6740	22.64	-19.12	14.26	230.00	8.00	0.00	30.18	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 060535Z AUTO 23008KT 200V270 10SM CLR M05/M28 A3018 RMK AO2 T10521284
AJL	2013-01-06 05:55	-110.0310	43.6740	22.64	-16.60	16.23	230.00	8.00	0.00	30.18	M	10.00	14.00	CLR	M	M	M	M	M	M	M	M	KAJL 060555Z AUTO 23008G14KT 200V260 10SM CLR M05/M27 A3018 RMK AO2 T10521270 11052 21080 410521121
AJL	2013-01-06 06:15	-110.0310	43.6740	23.00	-17.32	15.41	220.00	7.00	0.00	30.18	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 060615Z AUTO 22007KT 10SM CLR M05/M27 A3018 RMK AO2 T10501274
AJL	2013-01-06 06:35	-110.0310	43.6740	22.46	-12.82	19.80	220.00	7.00	0.00	30.17	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 060635Z AUTO 22007KT 190V250 10SM CLR M05/M25 A3017 RMK AO2 T10531249
AJL	2013-01-06 06:55	-110.0310	43.6740	22.10	-13.36	19.56	220.00	9.00	0.00	30.17	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 060655Z AUTO 22009KT 180V260 10SM CLR M05/M25 A3017 RMK AO2 T10551252
AJL	2013-01-06 07:15	-110.0310	43.6740	21.74	-14.98	18.31	220.00	8.00	0.00	30.16	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 060715Z AUTO 22008KT 200V280 10SM CLR M06/M26 A3016 RMK AO2 T10571261
AJL	2013-01-06 07:35	-110.0310	43.6740	21.20	-16.42	17.41	210.00	8.00	0.00	30.15	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 060735Z AUTO 21008KT 190V250 10SM CLR M06/M27 A3015 RMK AO2 T10601269
AJL	2013-01-06 07:55	-110.0310	43.6740	21.02	-15.70	18.20	220.00	9.00	0.00	30.14	M	10.00	14.00	CLR	M	M	M	M	M	M	M	M	KAJL 060755Z AUTO 22009G14KT 180V260 10SM CLR M06/M26 A3014 RMK AO2 T10611265
AJL	2013-01-06 08:15	-110.0310	43.6740	21.20	-13.72	19.96	220.00	8.00	0.00	30.13	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 060815Z AUTO 22008KT 10SM CLR M06/M25 A3013 RMK AO2 T10601254
AJL	2013-01-06 08:35	-110.0310	43.6740	22.10	-9.76	23.40	210.00	9.00	0.00	30.13	M	10.00	15.00	CLR	M	M	M	M	M	M	M	M	KAJL 060835Z AUTO 21009G15KT 160V250 10SM CLR M05/M23 A3013 RMK AO2 T10551232
AJL	2013-01-06 08:55	-110.0310	43.6740	21.74	-8.14	25.72	220.00	9.00	0.00	30.12	M	10.00	15.00	CLR	M	M	M	M	M	M	M	M	KAJL 060855Z AUTO 22009G15KT 10SM CLR M06/M22 A3012 RMK AO2 T10571223
AJL	2013-01-06 09:15	-110.0310	43.6740	21.38	-5.26	30.03	220.00	9.00	0.00	30.12	M	10.00	14.00	CLR	M	M	M	M	M	M	M	M	KAJL 060915Z AUTO 22009G14KT 180V240 10SM CLR M06/M21 A3012 RMK AO2 T10591207
AJL	2013-01-06 09:35	-110.0310	43.6740	21.74	-3.64	31.97	230.00	10.00	0.00	30.12	M	10.00	14.00	CLR	M	M	M	M	M	M	M	M	KAJL 060935Z AUTO 23010G14KT 170V260 10SM CLR M06/M20 A3012 RMK AO2 T10571198
AJL	2013-01-06 09:55	-110.0310	43.6740	21.20	-4.00	32.15	230.00	8.00	0.00	30.12	M	10.00	M	CLR	M	M	M	M	M	M	M	M	KAJL 060955Z AUTO 23008KT 210V270 10SM CLR M06/M20 A3012 RMK AO2 T10601200
AJL	2013-01-06 10:15	-110.0310	43.6740	20.66	-2.38	35.53	230.00	9.00	0.00	30.12	M	10.00	14.00	CLR	M	M	M	M	M	M	M	M	KAJL 061015Z AUTO 23009G14KT 200V260 10SM CLR M06/M19 A3012 RMK AO2 T10631191
AJL	2013-01-06 10:35	-110.0310	43.6740	21.02	-0.76	37.78	230.00	10.00	0.00	30.11	M	10.00	14.00	CLR	M	M	M	M	M	M	M	M	KAJL 061035Z AUTO 23010G14KT 160V260 10SM CLR M06/M18 A3011 RMK AO2 T10611182
AJL	2013-01-06 10:55	-110.0310	43.6740	20.30	-1.12	38.30	230.00	8.00	0.00	30.10	M	10.00	16.00	CLR	M	M	M	M	M	M	M	M	KAJL 061055Z AUTO 23008G16KT 190V280 10SM CLR M06/M18 A3010 RMK AO2 T10651184
AJL	2013-01-06 11:15	-110.0310	43.6740	20.30	-0.94	38.63	230.00	11.00	0.00	30.09	M	10.00	15.00	CLR	M	M	M	M	M	M	M	M	KAJL 061115Z AUTO 23011G15KT 10SM CLR M06/M18 A3009 RMK AO2 T10651183
AJL	2013-01-06 11:35	-110.0310	43.6740	20.66	-0.04	39.68	220.00	10.00	0.00	30.08	M	10.00	16.00	CLR	M	M	M	M	M	M	M	M	KAJL 061135Z AUTO 22010G16KT 170V280 10SM CLR M06/M18 A3008 RMK AO2 T10631178
AJL	2013-01-06 11:55	-110.0310	43.6740	20.66	-0.58	38.69	220.00	13.00	0.00	30.08	M	10.00	19.00	CLR	M	M	M	M	M	M	M	M	KAJL 061155Z AUTO 22013G19KT 180V250 10SM CLR M06/M18 A3008 RMK AO2 T10631181 11049 21066
AJL	2013-01-06 12:15	-110.0310	43.6740	21.02	0.32	39.75	220.00	12.00	0.00	30.07	M	10.00	19.00	CLR	M	M	M	M	M	M	M	M	KAJL 061215Z AUTO 22012G19KT 10SM CLR M06/M18 A3007 RMK AO2 T10611176
AJL	2013-01-06 12:35	-110.0310	43.6740	21.02	0.50	40.08	220.00	12.00	0.00	30.06	M	10.00	20.00	CLR	M	M	M	M	M	M	M	M	KAJL 061235Z AUTO 22012G20KT 10SM CLR M06/M17 A3006 RMK AO2 T10611175
AJL	2013-01-06 12:55	-110.0310	43.6740	20.30	0.14	40.64	220.00	11.00	0.00	30.06	M	10.00	19.00	CLR	M	M	M	M	M	M	M	M	KAJL 061255Z AUTO 22011G19KT 160V250 10SM CLR M06/M18 A3006 RMK AO2 T10651177
AJL	2013-01-06 13:15	-110.0310	43.6740	19.40	-0.94	40.14	210.00	13.00	0.00	30.06	M	10.00	18.00	CLR	M	M	M	M	M	M	M	M	KAJL 061315Z AUTO 21013G18KT 170V260 10SM CLR M07/M18 A3006 RMK AO2 T10701183
AJL	2013-01-06 13:35	-110.0310	43.6740	19.94	-0.40	40.23	210.00	15.00	0.00	30.05	M	10.00	24.00	CLR	M	M	M	M	M	M	M	M	KAJL 061335Z AUTO 21015G24KT 10SM CLR M07/M18 A3005 RMK AO2 T10671180
AJL	2013-01-06 13:55	-110.0310	43.6740	19.22	-0.76	40.79	220.00	13.00	0.00	30.05	M	10.00	21.00	CLR	M	M	M	M	M	M	M	M	KAJL 061355Z AUTO 22013G21KT 10SM CLR M07/M18 A3005 RMK AO2 T10711182
AJL	2013-01-06 14:15	-110.0310	43.6740	18.86	-0.76	41.42	220.00	12.00	0.00	30.05	M	10.00	19.00	CLR	M	M	M	M	M	M	M	M	KAJL 061415Z AUTO 22012G19KT 160V250 10SM CLR M07/M18 A3005 RMK AO2 T10731182
AJL	2013-01-06 14:35	-110.0310	43.6740	18.14	-1.30	41.65	230.00	12.00	0.00	30.04	M	10.00	18.00	CLR	M	M	M	M	M	M	M	M	KAJL 061435Z AUTO 23012G18KT 210V280 10SM CLR M08/M18 A3004 RMK AO2 T10771185
AJL	2013-01-06 14:55	-110.0310	43.6740	18.32	-1.30	41.33	230.00	13.00	0.00	30.04	M	10.00	17.00	CLR	M	M	M	M	M	M	M	M	KAJL 061455Z AUTO 23013G17KT 190V260 10SM CLR M08/M18 A3004 RMK AO2 T10761185
AJL	2013-01-06 15:15	-110.0310	43.6740	18.14	-1.48	41.30	230.00	13.00	0.00	30.04	M	10.00	19.00	CLR	M	M	M	M	M	M	M	M	KAJL 061515Z AUTO 23013G19KT 10SM CLR M08/M19 A3004 RMK AO2 T10771186
AJL	2013-01-06 15:35	-110.0310	43.6740	19.40	-2.02	38.14	230.00	14.00	0.00	30.04	M	10.00	20.00	CLR	M	M	M	M	M	M	M	M	KAJL 061535Z AUTO 23014G20KT 220V330 10SM CLR M07/M19 A3004 RMK AO2 T10701189
AJL	2013-01-06 15:55	-110.0310	43.6740	19.58	-1.66	38.50	230.00	12.00	0.00	30.04	M	10.00	19.00	CLR	M	M	M	M	M	M	M	M	KAJL 061555Z AUTO 23012G19KT 200V260 10SM CLR M07/M19 A3004 RMK AO2 T10691187
AJL	2013-01-06 16:15	-110.0310	43.6740	19.40	-1.84	38.47	230.00	13.00	0.00	30.04	M	10.00	19.00	CLR	M	M	M	M	M	M	M	M	KAJL 061615Z AUTO 23013G19KT 10SM CLR M07/M19 A3004 RMK AO2 T10701188
AJL	2013-01-06 16:35	-110.0310	43.6740	19.22	-2.38	37.78	240.00	14.00	0.00	30.04	M	10.00	20.00	CLR	M	M	M	M	M	M	M	M	KAJL 061635Z AUTO 24014G20KT 10SM CLR M07/M19 A3004 RMK AO2 T10711191
AJL	2013-01-06 16:55	-110.0310	43.6740	19.22	-1.66	39.09	240.00	14.00	0.00	30.04	M	10.00	20.00	CLR	M	M	M	M	M	M	M	M	KAJL 061655Z AUTO 24014G20KT 10SM CLR M07/M19 A3004 RMK AO2 T10711187
AJL	2013-01-06 17:15	-110.0310	43.6740	19.94	-1.30	38.56	230.00	13.00	0.00	30.04	M	10.00	20.00	BKN	M	M	M	11000.00	M	M	M	M	KAJL 061715Z AUTO 23013G20KT 170V270 10SM BKN110 M07/M18 A3004 RMK AO2 T10671185
AJL	2013-01-06 17:35	-110.0310	43.6740	20.48	-0.94	38.33	230.00	14.00	0.00	30.03	M	10.00	21.00	BKN	M	M	M	10000.00	M	M	M	M	KAJL 061735Z AUTO 23014G21KT 200V260 10SM BKN100 M06/M18 A3003 RMK AO2 T10641183
AJL	2013-01-06 17:55	-110.0310	43.6740	21.38	-0.40	37.84	230.00	13.00	0.00	30.02	M	10.00	23.00	BKN	OVC	M	M	8000.00	9000.00	M	M	M	KAJL 061755Z AUTO 23013G23KT 200V270 10SM BKN080 OVC090 M06/M18 A3002 RMK AO2 T10591180 11059 21077
AJL	2013-01-06 18:15	-110.0310	43.6740	21.56	-0.40	37.56	230.00	11.00	0.00	30.01	M	10.00	22.00	SCT	OVC	M	M	8000.00	10000.00	M	M	M	KAJL 061815Z AUTO 23011G22KT 200V260 10SM SCT080 OVC100 M06/M18 A3001 RMK AO2 T10581180
AJL	2013-01-06 18:35	-110.0310	43.6740	22.28	0.14	37.37	230.00	13.00	0.00	30.00	M	10.00	20.00	BKN	BKN	M	M	9000.00	11000.00	M	M	M	KAJL 061835Z AUTO 23013G20KT 200V260 10SM BKN090 BKN110 M05/M18 A3000 RMK AO2 T10541177
AJL	2013-01-06 18:55	-110.0310	43.6740	23.18	0.50	36.59	240.00	16.00	0.00	30.00	M	10.00	24.00	SCT	OVC	M	M	7000.00	9000.00	M	M	M	KAJL 061855Z AUTO 24016G24KT 10SM SCT070 OVC090 M05/M17 A3000 RMK AO2 T10491175
AJL	2013-01-06 19:15	-110.0310	43.6740	23.54	1.58	37.91	240.00	17.00	0.00	29.99	M	10.00	22.00	SCT	SCT	M	M	7000.00	9000.00	M	M	M	KAJL 061915Z AUTO 24017G22KT 10SM SCT070 SCT090 M05/M17 A2999 RMK AO2 T10471169
AJL	2013-01-06 19:35	-110.0310	43.6740	23.72	1.04	36.69	240.00	16.00	0.00	29.99	M	10.00	24.00	BKN	M	M	M	4600.00	M	M	M	M	KAJL 061935Z AUTO 24016G24KT 10SM BKN046 M05/M17 A2999 RMK AO2 T10461172
AJL	2013-01-06 19:55	-110.0310	43.6740	24.26	1.76	37.09	240.00	17.00	0.00	29.97	M	10.00	23.00	BKN	OVC	M	M	4600.00	5000.00	M	M	M	KAJL 061955Z AUTO 24017G23KT 10SM BKN046 OVC050 M04/M17 A2997 RMK AO2 T10431168
AJL	2013-01-06 20:15	-110.0310	43.6740	23.90	3.56	40.93	240.00	13.00	0.00	29.97	M	10.00	22.00	BKN	BKN	OVC	M	2700.00	4600.00	5000.00	M	M	KAJL 062015Z AUTO 24013G22KT 190V260 10SM BKN027 BKN046 OVC050 M04/M16 A2997 RMK AO2 T10451158
AJL	2013-01-06 20:35	-110.0310	43.6740	23.36	7.34	49.75	220.00	12.00	0.00	29.96	M	10.00	21.00	BKN	OVC	M	M	2700.00	3500.00	M	M	M	KAJL 062035Z AUTO 22012G21KT 190V250 10SM BKN027 OVC035 M05/M14 A2996 RMK AO2 T10481137
AJL	2013-01-06 20:55	-110.0310	43.6740	22.10	11.84	64.17	240.00	12.00	0.00	29.96	M	10.00	23.00	BKN	OVC	M	M	2500.00	3500.00	M	M	M	KAJL 062055Z AUTO 24012G23KT 10SM BKN025 OVC035 M05/M11 A2996 RMK AO2 T10551112
AJL	2013-01-06 21:15	-110.0310	43.6740	22.64	13.10	66.32	230.00	8.00	0.00	29.95	M	10.00	20.00	OVC	M	M	M	2500.00	M	M	M	M	KAJL 062115Z AUTO 23008G20KT 10SM OVC025 M05/M10 A2995 RMK AO2 T10521105
AJL	2013-01-06 21:35	-110.0310	43.6740	22.46	12.92	66.30	220.00	7.00	0.00	29.95	M	10.00	18.00	OVC	M	M	M	2900.00	M	M	M	M	KAJL 062135Z AUTO 22007G18KT 200V260 10SM OVC029 M05/M11 A2995 RMK AO2 T10531106
AJL	2013-01-06 21:55	-110.0310	43.6740	22.46	12.38	64.73	220.00	12.00	0.00	29.94	M	10.00	20.00	SCT	BKN	OVC	M	3100.00	5500.00	6500.00	M	M	KAJL 062155Z AUTO 22012G20KT 200V270 10SM SCT031 BKN055 OVC065 M05/M11 A2994 RMK AO2 T10531109
AJL	2013-01-06 22:15	-110.0310	43.6740	22.46	12.56	65.25	230.00	11.00	0.00	29.94	M	10.00	20.00	SCT	BKN	OVC	M	3200.00	4400.00	5500.00	M	M	KAJL 062215Z AUTO 23011G20KT 190V260 10SM SCT032 BKN044 OVC055 M05/M11 A2994 RMK AO2 T10531108
AJL	2013-01-06 22:35	-110.0310	43.6740	21.74	14.36	72.80	220.00	11.00	0.00	29.94	M	10.00	24.00	BKN	OVC	M	M	3200.00	4100.00	M	M	M	KAJL 062235Z AUTO 22011G24KT 200V270 10SM BKN032 OVC041 M06/M10 A2994 RMK AO2 T10571098
AJL	2013-01-06 22:55	-110.0310	43.6740	20.30	13.28	73.80	230.00	10.00	0.00	29.95	M	7.00	23.00	SCT	OVC	M	M	3200.00	4300.00	M	M	M	KAJL 062255Z AUTO 23010G23KT 190V280 7SM SCT032 OVC043 M06/M10 A2995 RMK AO2 T10651104
AJL	2013-01-06 23:15	-110.0310	43.6740	19.94	13.10	74.35	230.00	14.00	0.00	29.94	M	10.00	22.00	SCT	BKN	OVC	M	1700.00	3700.00	4300.00	M	M	KAJL 062315Z AUTO 23014G22KT 190V270 10SM SCT017 BKN037 OVC043 M07/M10 A2994 RMK AO2 T10671105
AJL	2013-01-06 23:35	-110.0310	43.6740	19.04	13.28	77.88	220.00	12.00	0.00	29.94	M	10.00	23.00	SCT	SCT	OVC	M	1900.00	2800.00	3500.00	M	M	KAJL 062335Z AUTO 22012G23KT 180V240 10SM SCT019 SCT028 OVC035 M07/M10 A2994 RMK AO2 T10721104
AJL	2013-01-06 23:55	-110.0310	43.6740	18.68	13.64	80.35	230.00	16.00	0.00	29.93	M	10.00	20.00	BKN	OVC	M	M	1700.00	3100.00	M	M	M	KAJL 062355Z AUTO 23016G20KT 190V270 10SM BKN017 OVC031 M07/M10 A2993 RMK AO2 T10741102 11041 21075
AJL	2013-01-07 00:15	-110.0310	43.6740	18.50	12.92	78.45	230.00	14.00	0.00	29.93	M	10.00	23.00	SCT	BKN	OVC	M	1900.00	2900.00	3700.00	M	M	KAJL 070015Z AUTO 23014G23KT 10SM SCT019 BKN029 OVC037 M07/M11 A2993 RMK AO2 T10751106
AJL	2013-01-07 00:35	-110.0310	43.6740	18.14	11.84	75.96	230.00	13.00	0.00	29.93	M	10.00	21.00	SCT	OVC	M	M	2700.00	3500.00	M	M	M	KAJL 070035Z AUTO 23013G21KT 170V250 10SM SCT027 OVC035 M08/M11 A2993 RMK AO2 T10771112
AJL	2013-01-07 00:55	-110.0310	43.6740	18.32	11.12	73.01	240.00	14.00	0.00	29.93	M	10.00	20.00	SCT	OVC	M	M	3300.00	4400.00	M	M	M	KAJL 070055Z AUTO 24014G20KT 190V250 10SM SCT033 OVC044 M08/M12 A2993 RMK AO2 T10761116
AJL	2013-01-07 01:15	-110.0310	43.6740	18.14	10.04	70.12	220.00	11.00	0.00	29.93	M	10.00	18.00	BKN	OVC	M	M	3000.00	4500.00	M	M	M	KAJL 070115Z AUTO 22011G18KT 10SM BKN030 OVC045 M08/M12 A2993 RMK AO2 T10771122
AJL	2013-01-07 01:35	-110.0310	43.6740	18.14	8.60	65.73	230.00	11.00	0.00	29.92	M	10.00	19.00	OVC	M	M	M	3000.00	M	M	M	M	KAJL 070135Z AUTO 23011G19KT 10SM OVC030 M08/M13 A2992 RMK AO2 T10771130
AJL	2013-01-07 01:55	-110.0310	43.6740	18.32	7.52	62.13	220.00	11.00	0.00	29.92	M	10.00	18.00	BKN	OVC	M	M	3000.00	3800.00	M	M	M	KAJL 070155Z AUTO 22011G18KT 170V260 10SM BKN030 OVC038 M08/M14 A2992 RMK AO2 T10761136
AJL	2013-01-07 02:15	-110.0310	43.6740	17.42	4.82	57.11	230.00	12.00	0.00	29.93	M	10.00	22.00	BKN	M	M	M	3700.00	M	M	M	M	KAJL 070215Z AUTO 23012G22KT 200V260 10SM BKN037 M08/M15 A2993 RMK AO2 T10811151
AJL	2013-01-07 02:35	-110.0310	43.6740	16.88	2.66	52.92	240.00	15.00	0.00	29.92	M	10.00	24.00	BKN	M	M	M	3500.00	M	M	M	M	KAJL 070235Z AUTO 24015G24KT 10SM BKN035 M08/M16 A2992 RMK AO2 T10841163
AJL	2013-01-07 02:55	-110.0310	43.6740	16.88	2.66	52.92	240.00	15.00	0.00	29.92	M	10.00	24.00	SCT	BKN	M	M	3200.00	7000.00	M	M	M	KAJL 070255Z AUTO 24015G24KT 190V250 10SM SCT032 BKN070 M08/M16 A2992 RMK AO2 T10841163
AJL	2013-01-07 03:15	-110.0310	43.6740	16.88	1.40	49.91	240.00	14.00	0.00	29.92	M	10.00	22.00	BKN	M	M	M	7000.00	M	M	M	M	KAJL 070315Z AUTO 24014G22KT 200V260 10SM BKN070 M08/M17 A2992 RMK AO2 T10841170
AJL	2013-01-07 03:35	-110.0310	43.6740	16.70	2.84	53.78	240.00	13.00	0.00	29.93	M	10.00	20.00	OVC	M	M	M	7000.00	M	M	M	M	KAJL 070335Z AUTO 24013G20KT 10SM OVC070 M08/M16 A2993 RMK AO2 T10851162
